ID,NAME,BOT_ID,MISSION_ID,ORDER,CREATIVE_NAME,learn_data,Story,LEARN_MECHANISM (LLM type),Activity_Category,STATUS,Level_bot_id,ICON,estimate time,,
161,Nét đẹp văn hóa (phần 3),-1,61,113,Nét đẹp văn hóa (phần 3),"{
  ""words"": []
 }",Cùng Pika tìm hiểu về bài học này cậu nhé,AGENT,Tạo bài nói,UP_COMING,"{
  ""default"": {
    ""EN"": 1218
  }
}",,,,
162,Nhiệm vụ vlogger - Cùng nói về văn hoá,1242,61,114,Nhiệm vụ vlogger - Cùng nói về văn hoá,"{
  ""words"": []
 }",Cùng Pika tìm hiểu về bài học này cậu nhé,WORK_FLOW,Dự án cá nhân,ACTIVE_NOT_DISPLAY,"{
  ""default"": {
    ""EN"": 1242
  }
}",,,,
163,Nhắc nhở nhiệm vụ,1332,62,115,Nhắc nhở nhiệm vụ,"{
  ""words"": []
 }",Cùng Pika tìm hiểu về bài học này cậu nhé,WORK_FLOW,Nhắc nhẹ,ACTIVE_NOT_DISPLAY,"{
  ""default"": {
    ""EN"": 1332
  }
}",,,,
164,Vòng quanh thế giới,1790,63,116,Vòng quanh thế giới,"{
  ""words"": []
 }","Là lá la, Pika có một bài hát siêu hay dành cho bé đây!",WORK_FLOW,Hát cùng Pika,ACTIVE,"{
  ""default"": {
    ""EN"": 1790
  }
}",,,,
165,Cầm kỳ thi họa,975,63,117,Cầm kỳ thi họa,"{
  ""words"": []
 }",Cùng Pika tìm hiểu về bài học này cậu nhé,AGENT,Thực hành giao tiếp,ACTIVE,"{
  ""default"": {
    ""EN"": 975
  }
}",,,,
166,Chương trình trên TV,976,63,118,Chương trình trên TV,"{
  ""words"": []
 }",Pika muốn trò chuyện một chút với cậu về chủ đề này,AGENT,Thực hành giao tiếp,UP_COMING,"{
  ""default"": {
    ""EN"": 976
  }
}",,,,
167,"Ô ăn quan, cậu có biết?",978,63,119,"Ô ăn quan, cậu có biết?","{
  ""words"": []
 }",Cùng Pika tìm hiểu về bài học này cậu nhé,AGENT,Thực hành giao tiếp,ACTIVE,"{
  ""default"": {
    ""EN"": 978
  }
}",,,,
168,Việt Nam vô địch,-1,63,120,Việt Nam vô địch,"{
  ""words"": []
 }",Cùng Pika tìm hiểu về bài học này cậu nhé,AGENT,Thực hành giao tiếp,UP_COMING,"{
  ""default"": {
    ""EN"": 979
  }
}",,,,
169,Thiên nhiên kỳ thú (phần 1),1199,64,121,Thiên nhiên kỳ thú (phần 1),"{
  ""words"": [
    { ""word"": ""green"", ""translation"": ""xanh"" },
    { ""word"": ""forest"", ""translation"": ""rừng"" },
    { ""word"": ""clean"", ""translation"": ""sạch"" },
    { ""word"": ""river"", ""translation"": ""sông"" },
    { ""word"": ""high"", ""translation"": ""cao"" },
    { ""word"": ""mountain"", ""translation"": ""núi"" }
  ]
}",Cùng Pika tìm hiểu về bài học này cậu nhé,WORK_FLOW,Nạp cụm,ACTIVE,"{
  ""default"": {
    ""EN"": 1199
  }
}",,,,
169.1,Khám phá rừng xanh (phần 1),1201,64,121.1,Khám phá rừng xanh (phần 1),"{
  ""words"": [
    { ""word"": ""green"", ""translation"": ""xanh"" },
    { ""word"": ""forest"", ""translation"": ""rừng"" },
    { ""word"": ""clean"", ""translation"": ""sạch"" },
    { ""word"": ""river"", ""translation"": ""sông"" },
    { ""word"": ""high"", ""translation"": ""cao"" },
    { ""word"": ""mountain"", ""translation"": ""núi"" }
  ]
}",Cùng Pika tìm hiểu về bài học này cậu nhé,WORK_FLOW,Luyện tập cụm từ,ACTIVE,"{
  ""default"": {
    ""EN"": 1201
  }
}",,,,
170.1,Thiên nhiên kỳ thú (phần 2),1200,64,122.1,Thiên nhiên kỳ thú (phần 2),"{
  ""words"": [
    {
      ""word"": ""quiet"",
      ""translation"": ""yên tĩnh""
    },
    {
      ""word"": ""beach"",
      ""translation"": ""bãi biển""
    },
    {
      ""word"": ""fresh"",
      ""translation"": ""trong lành""
    },
    {
      ""word"": ""air"",
      ""translation"": ""không khí""
    },
    {
      ""word"": ""the"",
      ""translation"": """"
    },
    {
      ""word"": ""blue"",
      ""translation"": ""xanh""
    },
    {
      ""word"": ""sky"",
      ""translation"": ""bầu trời""
    }
  ]
}",Cùng Pika tìm hiểu về bài học này cậu nhé,WORK_FLOW,Nạp cụm,ACTIVE,"{
  ""default"": {
    ""EN"": 1200
  }
}",,,,
170.2,Khám phá rừng xanh (phần 2),1203,64,122.2,Khám phá rừng xanh (phần 2),"{
  ""words"": [
    {
      ""word"": ""quiet"",
      ""translation"": ""yên tĩnh""
    },
    {
      ""word"": ""beach"",
      ""translation"": ""bãi biển""
    },
    {
      ""word"": ""fresh"",
      ""translation"": ""trong lành""
    },
    {
      ""word"": ""air"",
      ""translation"": ""không khí""
    },
    {
      ""word"": ""the"",
      ""translation"": """"
    },
    {
      ""word"": ""blue"",
      ""translation"": ""xanh""
    },
    {
      ""word"": ""sky"",
      ""translation"": ""bầu trời""
    }
  ]
}",Cùng Pika tìm hiểu về bài học này cậu nhé,WORK_FLOW,Luyện tập cụm từ,ACTIVE,"{
  ""default"": {
    ""EN"": 1203
  }
}",,,,
170.3,Thử thách đoán từ – Thiên nhiên,1196,64,122.3,Thử thách đoán từ – Thiên nhiên,"{
  ""words"": [
    { ""word"": ""clean"", ""translation"": ""sạch"" },
    { ""word"": ""river"", ""translation"": ""sông"" },
    { ""word"": ""high"", ""translation"": ""cao"" },
    { ""word"": ""mountain"", ""translation"": ""núi"" },
    { ""word"": ""fresh"", ""translation"": ""trong lành"" },
    { ""word"": ""air"", ""translation"": ""không khí"" },
    { ""word"": ""blue"", ""translation"": ""xanh"" },
    { ""word"": ""sky"", ""translation"": ""bầu trời"" },
    { ""word"": ""quiet"", ""translation"": ""yên tĩnh"" },
    { ""word"": ""beach"", ""translation"": ""bãi biển"" }
  ]
}",Cùng Pika tìm hiểu về bài học này cậu nhé,WORK_FLOW,Luyện tập cụm từ,ACTIVE,"{
  ""default"": {
    ""EN"": 1196
  }
}",,,,
170.4,Trò chuyện — Thiên nhiên tươi đẹp,1434,64,122.4,Trò chuyện — Thiên nhiên tươi đẹp,"{
  ""words"": []
 }",Cùng Pika tìm hiểu về bài học này cậu nhé,AGENT,Luyện tập cụm từ,ACTIVE,"{
  ""default"": {
    ""EN"": 1434
  }
}",,,,
171,Pháp sư chế thuốc,1236,65,123,Pháp sư chế thuốc,"{
  ""words"": [
    { ""word"": ""green"", ""translation"": ""xanh"" },
    { ""word"": ""forest"", ""translation"": ""rừng"" },
    { ""word"": ""clean"", ""translation"": ""sạch"" },
    { ""word"": ""river"", ""translation"": ""sông"" },
    { ""word"": ""high"", ""translation"": ""cao"" },
    { ""word"": ""mountain"", ""translation"": ""núi"" },
    { ""word"": ""quiet"", ""translation"": ""yên tĩnh"" },
    { ""word"": ""beach"", ""translation"": ""bãi biển"" },
    { ""word"": ""fresh"", ""translation"": ""trong lành"" },
    { ""word"": ""air"", ""translation"": ""không khí"" },
    { ""word"": ""blue"", ""translation"": ""xanh"" },
    { ""word"": ""sky"", ""translation"": ""bầu trời"" }
  ]
}",Cùng Pika tìm hiểu về bài học này cậu nhé,WORK_FLOW,Khởi động,ACTIVE,"{
  ""default"": {
    ""EN"": 1236
  }
}",,,,
172,Bảo vệ thiên nhiên,1237,65,124,Bảo vệ thiên nhiên,"{
  ""words"": [
    { ""word"": ""I"", ""translation"": ""tôi"" },
    { ""word"": ""can"", ""translation"": ""có thể"" },
    { ""word"": ""see"", ""translation"": ""nhìn thấy"" },
    { ""word"": ""green"", ""translation"": ""xanh"" },
    { ""word"": ""forest"", ""translation"": ""rừng"" },
    { ""word"": ""clean"", ""translation"": ""sạch"" },
    { ""word"": ""river"", ""translation"": ""sông"" },
    { ""word"": ""quiet"", ""translation"": ""yên tĩnh"" },
    { ""word"": ""beach"", ""translation"": ""bãi biển"" },
    { ""word"": ""What"", ""translation"": ""cái gì"" },
    { ""word"": ""you"", ""translation"": ""bạn"" },
    { ""word"": ""outside"", ""translation"": ""bên ngoài"" },
    { ""word"": ""She"", ""translation"": ""cô ấy"" }
  ]
}",Cùng Pika tìm hiểu về bài học này cậu nhé,WORK_FLOW,Tạo câu đơn,ACTIVE,"{
  ""default"": {
    ""EN"": 1237
  }
}",,,,
173,Giúp đỡ cư dân Popa (phần 1),1673,65,125,Giúp đỡ cư dân Popa (phần 1),"{
  ""words"": []
 }",Cùng Pika tìm hiểu về bài học này cậu nhé,AGENT,Thực hành giao tiếp,ACTIVE,"{
  ""default"": {
    ""EN"": 1673
  }
}",,,,
174,Mở hòm kho báu,1256,66,126,Phần chơi Khởi động,"{
  ""words"": [
    { ""word"": ""a"", ""translation"": ""một"" },
    { ""word"": ""green"", ""translation"": ""xanh"" },
    { ""word"": ""forest"", ""translation"": ""rừng"" },
    { ""word"": ""high"", ""translation"": ""cao"" },
    { ""word"": ""mountain"", ""translation"": ""núi"" },
    { ""word"": ""clean"", ""translation"": ""sạch"" },
    { ""word"": ""river"", ""translation"": ""sông"" },
    { ""word"": ""quiet"", ""translation"": ""yên tĩnh"" },
    { ""word"": ""beach"", ""translation"": ""bãi biển"" },
    { ""word"": ""fresh"", ""translation"": ""trong lành"" },
    { ""word"": ""air"", ""translation"": ""không khí"" },
    { ""word"": ""I"", ""translation"": ""tôi"" },
    { ""word"": ""can"", ""translation"": ""có thể"" },
    { ""word"": ""see"", ""translation"": ""nhìn thấy"" },
    { ""word"": ""the"", ""translation"": ""cái"" },
    { ""word"": ""blue"", ""translation"": ""xanh"" },
    { ""word"": ""sky"", ""translation"": ""bầu trời"" }
  ]
}",Cùng Pika tìm hiểu về bài học này cậu nhé,WORK_FLOW,Khởi động,ACTIVE,"{
  ""default"": {
    ""EN"": 1256
  }
}",,,,
175,Thiên nhiên kỳ thú (phần 3),1326,66,127,Thiên nhiên kỳ thú (phần 3),"{
  ""words"": [
    { ""word"": ""I"", ""translation"": ""tôi"" },
    { ""word"": ""can"", ""translation"": ""có thể"" },
    { ""word"": ""see"", ""translation"": ""nhìn thấy"" },
    { ""word"": ""green"", ""translation"": ""xanh"" },
    { ""word"": ""forest"", ""translation"": ""rừng"" },
    { ""word"": ""clean"", ""translation"": ""sạch"" },
    { ""word"": ""river"", ""translation"": ""sông"" },
    { ""word"": ""high"", ""translation"": ""cao"" },
    { ""word"": ""mountain"", ""translation"": ""núi"" },
    { ""word"": ""and"", ""translation"": ""và"" },
    { ""word"": ""blue"", ""translation"": ""xanh"" },
    { ""word"": ""sky"", ""translation"": ""bầu trời"" },
    { ""word"": ""it's"", ""translation"": ""nó là"" },
    { ""word"": ""so"", ""translation"": ""rất"" },
    { ""word"": ""majestic"", ""translation"": ""hùng vĩ"" },
    { ""word"": ""beautiful"", ""translation"": ""đẹp"" },
    { ""word"": ""peaceful"", ""translation"": ""yên bình"" }
  ]
}",Cùng Pika tìm hiểu về bài học này cậu nhé,WORK_FLOW,Tạo câu ghép,ACTIVE,"{
  ""default"": {
    ""EN"": 1326
  }
}",,,,
176,Giúp đỡ cư dân Popa (phần 2),1674,66,128,Giúp đỡ cư dân Popa (phần 2),"{
  ""words"": []
 }",Cùng Pika tìm hiểu về bài học này cậu nhé,AGENT,Thực hành giao tiếp,ACTIVE,"{
  ""default"": {
    ""EN"": 1674
  }
}",,,,
177,Vòng quay may mắn,1266,67,129,Vòng quay may mắn,"{
  ""words"": [
    { ""word"": ""I"", ""translation"": ""tôi"" },
    { ""word"": ""can"", ""translation"": ""có thể"" },
    { ""word"": ""see"", ""translation"": ""nhìn thấy"" },
    { ""word"": ""high"", ""translation"": ""cao"" },
    { ""word"": ""mountain"", ""translation"": ""núi"" },
    { ""word"": ""quiet"", ""translation"": ""yên tĩnh"" },
    { ""word"": ""beach"", ""translation"": ""bãi biển"" },
    { ""word"": ""fresh"", ""translation"": ""trong lành"" },
    { ""word"": ""air"", ""translation"": ""không khí"" },
    { ""word"": ""He"", ""translation"": ""anh ấy"" },
    { ""word"": ""the"", ""translation"": ""cái"" },
    { ""word"": ""blue"", ""translation"": ""xanh"" },
    { ""word"": ""sky"", ""translation"": ""bầu trời"" },
    { ""word"": ""She"", ""translation"": ""cô ấy"" },
    { ""word"": ""clean"", ""translation"": ""sạch"" },
    { ""word"": ""river"", ""translation"": ""sông"" },
    { ""word"": ""green"", ""translation"": ""xanh"" },
    { ""word"": ""forest"", ""translation"": ""rừng"" }
  ]
}",Cùng Pika tìm hiểu về bài học này cậu nhé,WORK_FLOW,Khởi động,ACTIVE,"{
  ""default"": {
    ""EN"": 1266
  }
}",,,,
178,Tình huống bất ngờ,-1,67,130,Tình huống bất ngờ,"{
  ""words"": []
 }",Cùng Pika tìm hiểu về bài học này cậu nhé,AGENT,Thực hành giao tiếp,UP_COMING,"{
  ""default"": {
    ""EN"": 1266
  }
}",,,,
179,Tấm gương kỳ bí,1313,68,131,Tấm gương kỳ bí,"{
  ""words"": [
    { ""word"": ""I"", ""translation"": ""tôi"" },
    { ""word"": ""can"", ""translation"": ""có thể"" },
    { ""word"": ""see"", ""translation"": ""nhìn thấy"" },
    { ""word"": ""green"", ""translation"": ""xanh"" },
    { ""word"": ""forest"", ""translation"": ""rừng"" },
    { ""word"": ""and"", ""translation"": ""và"" },
    { ""word"": ""it's"", ""translation"": ""nó là"" },
    { ""word"": ""so"", ""translation"": ""rất"" },
    { ""word"": ""peaceful"", ""translation"": ""yên bình"" },
    { ""word"": ""clean"", ""translation"": ""sạch"" },
    { ""word"": ""river"", ""translation"": ""sông"" },
    { ""word"": ""beautiful"", ""translation"": ""đẹp"" },
    { ""word"": ""high"", ""translation"": ""cao"" },
    { ""word"": ""mountain"", ""translation"": ""núi"" },
    { ""word"": ""majestic"", ""translation"": ""hùng vĩ"" },
    { ""word"": ""quiet"", ""translation"": ""yên tĩnh"" },
    { ""word"": ""beach"", ""translation"": ""bãi biển"" },
    { ""word"": ""fresh"", ""translation"": ""trong lành"" },
    { ""word"": ""air"", ""translation"": ""không khí"" },
    { ""word"": ""blue"", ""translation"": ""xanh"" },
    { ""word"": ""sky"", ""translation"": ""bầu trời"" }
  ]
}",Cùng Pika tìm hiểu về bài học này cậu nhé,WORK_FLOW,Khởi động,ACTIVE,"{
  ""default"": {
    ""EN"": 1313
  }
}",,,,
180,Bảo vệ thiên nhiên (phần 4),-1,68,132,Bảo vệ thiên nhiên (phần 4),"{
  ""words"": []
 }",Cùng Pika tìm hiểu về bài học này cậu nhé,AGENT,Tạo bài nói,UP_COMING,"{
  ""default"": {
    ""EN"": 1266
  }
}",,,,
181,Nhiệm vụ vlogger - Cùng nói về thiên nhiên,1243,68,133,Nhiệm vụ vlogger - Cùng nói về thiên nhiên,"{
  ""words"": []
 }",Cùng Pika tìm hiểu về bài học này cậu nhé,WORK_FLOW,Dự án cá nhân,ACTIVE_NOT_DISPLAY,"{
  ""default"": {
    ""EN"": 1243
  }
}",,,,
182,Nhắc nhở nhiệm vụ,1333,69,134,Nhắc nhở nhiệm vụ,"{
  ""words"": []
 }",Cùng Pika tìm hiểu về bài học này cậu nhé,WORK_FLOW,Nhắc nhẹ,ACTIVE_NOT_DISPLAY,"{
  ""default"": {
    ""EN"": 1333
  }
}",,,,
183,Thiên nhiên xanh tươi,1791,70,135,Thiên nhiên xanh tươi,"{
  ""words"": []
 }","Là lá la, Pika có một bài hát siêu hay dành cho bé đây!",WORK_FLOW,Hát cùng Pika,ACTIVE,"{
  ""default"": {
    ""EN"": 1791
  }
}",,,,
184,Ngắm cầu vồng sau mưa,949,70,136,Ngắm cầu vồng sau mưa,"{
  ""words"": []
 }",Cùng Pika tìm hiểu về bài học này cậu nhé,AGENT,Thực hành giao tiếp,ACTIVE,"{
  ""default"": {
    ""EN"": 949
  }
}",,,,
185,Một ngày dài hơn cả năm,957,70,137,Một ngày dài hơn cả năm,"{
  ""words"": []
 }",Pika muốn trò chuyện một chút với cậu về chủ đề này,AGENT,Thực hành giao tiếp,ACTIVE,"{
  ""default"": {
    ""EN"": 957
  }
}",,,,
186,Cây cối cũng có mạng xã hội,958,70,138,Cây cối cũng có mạng xã hội,"{
  ""words"": []
 }",Cùng Pika tìm hiểu về bài học này cậu nhé,AGENT,Thực hành giao tiếp,ACTIVE,"{
  ""default"": {
    ""EN"": 958
  }
}",,,,
187,Cao thêm 1 mét sau 1 ngày,-1,70,139,Cao thêm 1 mét sau 1 ngày,"{
  ""words"": []
 }","Cây tre có thể cao thêm 1 mét sau 1 ngày, cậu có tin không?",AGENT,Thực hành giao tiếp,UP_COMING,"{
  ""default"": {
    ""EN"": 961
  }
}",,,,
188,Sơn Đoòng phiêu lưu kí,-1,70,140,Sơn Đoòng phiêu lưu kí,"{
  ""words"": []
 }",Cùng Pika tìm hiểu về bài học này cậu nhé,AGENT,Thực hành giao tiếp,UP_COMING,"{
  ""default"": {
    ""EN"": 964
  }
}",,,,
189,"Hồ nước màu hồng, nghe lạ không?",967,70,141,"Hồ nước màu hồng, nghe lạ không?","{
  ""words"": []
 }",Cùng Pika tìm hiểu về bài học này cậu nhé,AGENT,Thực hành giao tiếp,ACTIVE,"{
  ""default"": {
    ""EN"": 967
  }
}",,,,
190,Quy định quanh ta (phần 1),1260,71,142,Quy định quanh ta (phần 1),"{
  ""words"": [
    { ""word"": ""wear"", ""translation"": ""mặc"" },
    { ""word"": ""helmets"", ""translation"": ""mũ bảo hiểm"" },
    { ""word"": ""stop"", ""translation"": ""dừng lại"" },
    { ""word"": ""and"", ""translation"": ""và"" },
    { ""word"": ""wait"", ""translation"": ""chờ"" },
    { ""word"": ""keep"", ""translation"": ""giữ"" },
    { ""word"": ""hands"", ""translation"": ""tay"" },
    { ""word"": ""clean"", ""translation"": ""sạch"" }
  ]
}",Cùng Pika tìm hiểu về bài học này cậu nhé,WORK_FLOW,Nạp cụm,ACTIVE,"{
  ""default"": {
    ""EN"": 1260
  }
}",,,,
190.1,Quy định quanh ta – Thử thách (phần 1),1202,71,142.1,Quy định quanh ta – Thử thách (phần 1),"{
  ""words"": [
    { ""word"": ""wear"", ""translation"": ""mặc"" },
    { ""word"": ""helmets"", ""translation"": ""mũ bảo hiểm"" },
    { ""word"": ""stop"", ""translation"": ""dừng lại"" },
    { ""word"": ""and"", ""translation"": ""và"" },
    { ""word"": ""wait"", ""translation"": ""chờ"" },
    { ""word"": ""keep"", ""translation"": ""giữ"" },
    { ""word"": ""hands"", ""translation"": ""tay"" },
    { ""word"": ""clean"", ""translation"": ""sạch"" }
  ]
}",Cùng Pika tìm hiểu về bài học này cậu nhé,WORK_FLOW,Luyện tập cụm từ,ACTIVE,"{
  ""default"": {
    ""EN"": 1202
  }
}",,,,
191.1,Quy định quanh ta (phần 2),1261,71,143.1,Quy định quanh ta (phần 2),"{
  ""words"": [
    { ""word"": ""wait"", ""translation"": ""chờ"" },
    { ""word"": ""in"", ""translation"": ""trong"" },
    { ""word"": ""line"", ""translation"": ""hàng"" },
    { ""word"": ""listen"", ""translation"": ""nghe"" },
    { ""word"": ""carefully"", ""translation"": ""cẩn thận"" },
    { ""word"": ""stay"", ""translation"": ""giữ"" },
    { ""word"": ""quiet"", ""translation"": ""yên lặng"" }
  ]
}",Cùng Pika tìm hiểu về bài học này cậu nhé,WORK_FLOW,Nạp cụm,ACTIVE,"{
  ""default"": {
    ""EN"": 1261
  }
}",,,,
191.2,Quy định quanh ta – Thử thách (phần 2),1204,71,143.2,Quy định quanh ta – Thử thách (phần 2),"{
  ""words"": [
    { ""word"": ""wait"", ""translation"": ""chờ"" },
    { ""word"": ""in"", ""translation"": ""trong"" },
    { ""word"": ""line"", ""translation"": ""hàng"" },
    { ""word"": ""listen"", ""translation"": ""nghe"" },
    { ""word"": ""carefully"", ""translation"": ""cẩn thận"" },
    { ""word"": ""stay"", ""translation"": ""giữ"" },
    { ""word"": ""quiet"", ""translation"": ""yên lặng"" }
  ]
}",Cùng Pika tìm hiểu về bài học này cậu nhé,WORK_FLOW,Luyện tập cụm từ,ACTIVE,"{
  ""default"": {
    ""EN"": 1204
  }
}",,,,
191.3,Thử thách đoán từ – Quy định,1197,71,143.3,Thử thách đoán từ – Quy định,"{
  ""words"": [
    { ""word"": ""stop"", ""translation"": ""dừng lại"" },
    { ""word"": ""and"", ""translation"": ""và"" },
    { ""word"": ""wait"", ""translation"": ""chờ"" },
    { ""word"": ""keep"", ""translation"": ""giữ"" },
    { ""word"": ""hands"", ""translation"": ""tay"" },
    { ""word"": ""clean"", ""translation"": ""sạch"" },
    { ""word"": ""listen"", ""translation"": ""nghe"" },
    { ""word"": ""carefully"", ""translation"": ""cẩn thận"" },
    { ""word"": ""stay"", ""translation"": ""giữ"" },
    { ""word"": ""quiet"", ""translation"": ""yên lặng"" },
    { ""word"": ""in"", ""translation"": ""trong"" },
    { ""word"": ""line"", ""translation"": ""hàng"" }
  ]
}",Cùng Pika tìm hiểu về bài học này cậu nhé,WORK_FLOW,Luyện tập cụm từ,ACTIVE,"{
  ""default"": {
    ""EN"": 1197
  }
}",,,,
191.4,Trò chuyện — Luật lệ an toàn,1435,71,143.4,Trò chuyện — Luật lệ an toàn,"{
  ""words"": []
 }",Cùng Pika tìm hiểu về bài học này cậu nhé,AGENT,Luyện tập cụm từ,ACTIVE,"{
  ""default"": {
    ""EN"": 1435
  }
}",,,,
192,Pháp sư chế thuốc,1257,72,144,Pháp sư chế thuốc,"{
  ""words"": [
    { ""word"": ""stop"", ""translation"": ""dừng lại"" },
    { ""word"": ""and"", ""translation"": ""và"" },
    { ""word"": ""wait"", ""translation"": ""chờ"" },
    { ""word"": ""wear"", ""translation"": ""mặc"" },
    { ""word"": ""helmets"", ""translation"": ""mũ bảo hiểm"" },
    { ""word"": ""in"", ""translation"": ""trong"" },
    { ""word"": ""line"", ""translation"": ""hàng"" },
    { ""word"": ""keep"", ""translation"": ""giữ"" },
    { ""word"": ""hands"", ""translation"": ""tay"" },
    { ""word"": ""clean"", ""translation"": ""sạch"" },
    { ""word"": ""listen"", ""translation"": ""nghe"" },
    { ""word"": ""carefully"", ""translation"": ""cẩn thận"" },
    { ""word"": ""stay"", ""translation"": ""giữ"" },
    { ""word"": ""quiet"", ""translation"": ""yên lặng"" }
  ]
}",Cùng Pika tìm hiểu về bài học này cậu nhé,WORK_FLOW,Khởi động,ACTIVE,"{
  ""default"": {
    ""EN"": 1257
  }
}",,,,
193,Quy định quanh ta (phần 3),1317,72,145,Quy định quanh ta (phần 3),"{
  ""words"": [
    { ""word"": ""We"", ""translation"": ""chúng ta"" },
    { ""word"": ""should"", ""translation"": ""nên"" },
    { ""word"": ""wear"", ""translation"": ""mặc"" },
    { ""word"": ""helmets"", ""translation"": ""mũ bảo hiểm"" },
    { ""word"": ""stop"", ""translation"": ""dừng lại"" },
    { ""word"": ""and"", ""translation"": ""và"" },
    { ""word"": ""wait"", ""translation"": ""chờ"" },
    { ""word"": ""What"", ""translation"": ""cái gì"" },
    { ""word"": ""do"", ""translation"": ""làm"" },
    { ""word"": ""now"", ""translation"": ""bây giờ"" },
    { ""word"": ""She"", ""translation"": ""cô ấy"" },
    { ""word"": ""stay"", ""translation"": ""giữ"" },
    { ""word"": ""quiet"", ""translation"": ""yên lặng"" }
  ]
}",Cùng Pika tìm hiểu về bài học này cậu nhé,WORK_FLOW,Tạo câu đơn,ACTIVE,"{
  ""default"": {
    ""EN"": 1317
  }
}",,,,
194,Giúp đỡ cư dân Popa (phần 1),1675,72,146,Giúp đỡ cư dân Popa (phần 1),"{
  ""words"": []
 }",Cùng Pika tìm hiểu về bài học này cậu nhé,AGENT,Thực hành giao tiếp,ACTIVE,"{
  ""default"": {
    ""EN"": 1675
  }
}",,,,
195,Mở hòm kho báu,1307,73,147,Mở hòm kho báu,"{
  ""words"": [
    { ""word"": ""We"", ""translation"": ""chúng ta"" },
    { ""word"": ""should"", ""translation"": ""nên"" },
    { ""word"": ""wear"", ""translation"": ""mặc"" },
    { ""word"": ""helmets"", ""translation"": ""mũ bảo hiểm"" },
    { ""word"": ""stop"", ""translation"": ""dừng lại"" },
    { ""word"": ""and"", ""translation"": ""và"" },
    { ""word"": ""wait"", ""translation"": ""chờ"" },
    { ""word"": ""keep"", ""translation"": ""giữ"" },
    { ""word"": ""hands"", ""translation"": ""tay"" },
    { ""word"": ""clean"", ""translation"": ""sạch"" },
    { ""word"": ""in"", ""translation"": ""trong"" },
    { ""word"": ""line"", ""translation"": ""hàng"" },
    { ""word"": ""listen"", ""translation"": ""nghe"" },
    { ""word"": ""carefully"", ""translation"": ""cẩn thận"" },
    { ""word"": ""stay"", ""translation"": ""giữ"" },
    { ""word"": ""quiet"", ""translation"": ""yên lặng"" }
  ]
}",Cùng Pika tìm hiểu về bài học này cậu nhé,WORK_FLOW,Khởi động,ACTIVE,"{
  ""default"": {
    ""EN"": 1307
  }
}",,,,
196,Tuân thủ luật lệ,1322,73,148,Tuân thủ luật lệ,"{
  ""words"": [
    { ""word"": ""We"", ""translation"": ""chúng ta"" },
    { ""word"": ""should"", ""translation"": ""nên"" },
    { ""word"": ""wear"", ""translation"": ""mặc"" },
    { ""word"": ""helmets"", ""translation"": ""mũ bảo hiểm"" },
    { ""word"": ""stop"", ""translation"": ""dừng lại"" },
    { ""word"": ""and"", ""translation"": ""và"" },
    { ""word"": ""wait"", ""translation"": ""chờ"" },
    { ""word"": ""keep"", ""translation"": ""giữ"" },
    { ""word"": ""hands"", ""translation"": ""tay"" },
    { ""word"": ""clean"", ""translation"": ""sạch"" },
    { ""word"": ""so"", ""translation"": ""để"" },
    { ""word"": ""listen"", ""translation"": ""nghe"" },
    { ""word"": ""carefully"", ""translation"": ""cẩn thận"" },
    { ""word"": ""can"", ""translation"": ""có thể"" },
    { ""word"": ""learn"", ""translation"": ""học"" },
    { ""word"": ""better"", ""translation"": ""tốt hơn"" },
    { ""word"": ""things"", ""translation"": ""mọi thứ"" },
    { ""word"": ""in"", ""translation"": ""trong"" },
    { ""word"": ""order"", ""translation"": ""trật tự"" },
    { ""word"": ""stay"", ""translation"": ""giữ"" },
    { ""word"": ""safe"", ""translation"": ""an toàn"" }
  ]
}",Cùng Pika tìm hiểu về bài học này cậu nhé,WORK_FLOW,Tạo câu ghép,ACTIVE,"{
  ""default"": {
    ""EN"": 1322
  }
}",,,,
197,Giúp đỡ cư dân Popa (phần 2),1732,73,149,Giúp đỡ cư dân Popa (phần 2),"{
  ""words"": []
 }",Cùng Pika tìm hiểu về bài học này cậu nhé,AGENT,Thực hành giao tiếp,ACTIVE,"{
  ""default"": {
    ""EN"": 1732
  }
}",,,,
